no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,total_asset_value
0,1,0,4800000,18800000,16,551,0,40100000
5,0,1,7700000,24400000,8,453,1,41100000
3,1,0,6900000,22700000,4,650,0,36200000
1,1,0,1200000,4500000,4,439,0,9100000
1,0,0,2900000,9600000,4,658,0,22200000
4,0,1,5500000,18900000,6,379,1,44600000
4,0,1,3200000,10700000,4,450,0,20300000
5,1,0,2600000,8200000,4,849,0,21000000
0,0,0,500000,1600000,18,865,0,3000000
0,0,0,1800000,6900000,10,853,1,6700000
0,1,0,1300000,4900000,12,555,0,9400000
1,1,0,9900000,20700000,20,821,0,70100000
0,1,0,2000000,4700000,2,820,0,14300000
1,1,0,5100000,15300000,4,721,0,34300000
4,0,1,8200000,24000000,20,831,0,56200000
5,1,0,4200000,12600000,18,571,0,30000000
2,1,1,1300000,4900000,8,582,0,9000000
1,1,1,4600000,13600000,18,487,1,40600000
1,1,0,6600000,19700000,12,758,0,48700000
2,0,1,8300000,30100000,16,636,0,50600000
0,0,0,6900000,20700000,16,857,0,54200000
4,0,1,4700000,12500000,8,678,0,30700000
1,0,0,7900000,15800000,8,551,0,31300000
3,1,0,8800000,24900000,16,668,0,74400000
1,0,0,6500000,23400000,2,672,0,39700000
3,1,0,3500000,13700000,4,439,0,25400000
2,1,1,8200000,19600000,16,636,0,53300000
0,1,1,2000000,6000000,14,393,1,11700000
5,1,0,2700000,8200000,2,848,0,15700000
0,0,1,5300000,17600000,4,790,0,39600000
2,1,0,9900000,19900000,6,312,1,66000000
2,1,1,5000000,19500000,14,775,0,24200000
2,1,0,9100000,18600000,20,403,1,59600000
3,1,1,7600000,26400000,14,867,0,45200000
0,0,0,5200000,17800000,18,558,0,29800000
5,0,0,1800000,6000000,4,548,0,12900000
0,1,0,7300000,28200000,16,486,1,48200000
4,0,0,3200000,11600000,6,635,0,18300000
5,0,0,5200000,20700000,2,538,0,23400000
4,1,0,7100000,28200000,14,496,1,49500000
4,0,1,1400000,4800000,6,411,1,7700000
4,1,0,2700000,10700000,6,857,0,22600000
5,0,1,6500000,18100000,10,360,1,52600000
4,0,0,9300000,35900000,18,461,1,60100000
0,0,1,6700000,14900000,16,638,0,40600000
5,0,0,6800000,19300000,6,865,0,44100000
5,1,0,5600000,13600000,4,449,1,34700000
1,1,1,1900000,4700000,2,870,0,13200000
5,1,0,8400000,19500000,6,815,0,39000000
2,1,1,2500000,7200000,16,454,1,14400000
1,1,1,2900000,9900000,18,783,0,15000000
3,0,1,3200000,7400000,2,543,1,23900000
4,1,1,3000000,10900000,2,786,0,22100000
3,0,1,800000,2500000,20,395,1,3900000
2,1,1,400000,1300000,2,885,0,2100000
2,1,0,4400000,10600000,20,488,1,31000000
2,1,1,8700000,19900000,10,829,0,46600000
4,1,0,7400000,15400000,6,677,0,71800000
4,1,1,5700000,14400000,12,645,0,40700000
5,1,1,9700000,27600000,10,788,0,54900000
2,1,0,7000000,22400000,6,649,0,48800000
2,1,0,8900000,23100000,4,519,1,53200000
3,0,1,3100000,11200000,14,772,0,19600000
4,0,0,2200000,6100000,12,330,1,15600000
5,1,1,7100000,21500000,4,557,0,47300000
4,0,1,8200000,19000000,6,334,1,70100000
3,0,1,9800000,28400000,12,487,1,66200000
2,0,1,3900000,9700000,8,539,1,25000000
2,0,1,2200000,8100000,8,710,0,11700000
5,1,1,600000,1700000,20,879,0,4200000
4,1,1,6900000,22000000,10,512,1,39700000
2,0,1,7400000,27300000,18,561,0,49700000
3,1,1,4000000,11600000,6,539,1,25300000
3,1,1,700000,2000000,18,544,1,4000000
2,1,1,1900000,4600000,16,631,0,13100000
2,0,0,2200000,6800000,20,546,1,11500000
1,0,1,2000000,5600000,14,569,0,15600000
4,1,0,7400000,17900000,6,384,1,52800000
2,1,1,2300000,9000000,6,583,0,15200000
5,1,1,4000000,15500000,12,517,1,16200000
3,0,1,1500000,5800000,18,420,1,8200000
2,1,1,5200000,12900000,18,644,0,24900000
2,0,0,5400000,14500000,8,349,1,43300000
3,0,0,7700000,25300000,18,662,0,43800000
0,1,1,1900000,6400000,20,704,0,11500000
4,1,1,6400000,15500000,2,324,1,47900000
5,0,0,700000,1700000,18,757,0,4800000
3,0,1,5800000,23000000,16,361,1,41900000
1,0,0,1800000,5400000,4,415,0,13800000
5,0,1,4300000,13800000,18,618,0,26800000
4,0,0,8000000,27100000,8,524,1,61800000
0,1,0,1100000,4100000,18,887,0,5600000
2,1,1,8800000,31100000,12,729,0,46000000
4,0,0,4800000,18600000,14,774,0,35800000
0,1,1,200000,700000,20,724,0,1400000
5,0,1,1400000,2700000,16,320,1,8100000
5,0,0,2500000,6400000,16,590,0,16400000
5,0,0,8100000,25300000,8,796,0,57800000
0,0,1,6100000,19200000,6,890,0,44100000
0,1,1,2000000,4600000,16,651,0,13300000
4,1,0,4800000,10100000,12,634,0,31400000
4,0,1,900000,2800000,2,660,0,5900000
4,1,0,1300000,3500000,12,512,1,8600000
4,1,1,4200000,9100000,2,900,0,28800000
2,0,1,3300000,11100000,20,823,0,20700000
2,1,1,8700000,28400000,12,880,0,33600000
1,1,1,800000,2600000,2,439,0,2800000
5,0,1,7400000,17100000,2,441,1,47700000
3,1,0,6900000,18500000,6,360,1,42400000
1,0,1,8800000,33700000,14,561,0,54900000
2,0,1,8600000,32500000,4,758,0,46400000
2,0,0,5400000,20600000,18,621,0,30500000
4,0,1,2900000,5900000,18,621,0,15300000
3,0,0,9800000,21000000,12,342,1,75900000
4,0,0,3300000,10800000,4,552,0,17000000
0,1,0,300000,500000,18,376,1,1400000
0,0,0,1500000,4300000,12,801,0,11000000
3,1,1,5400000,16300000,4,512,0,24100000
0,0,0,6600000,15200000,18,497,1,32200000
0,0,0,5700000,17200000,8,386,1,28600000
3,1,1,8500000,26100000,2,683,0,46800000
0,0,0,7400000,24100000,16,779,0,37500000
3,1,1,7800000,17700000,6,876,0,66700000
3,0,1,7200000,16500000,18,515,1,42000000
2,1,0,7600000,19300000,12,463,1,32500000
4,1,1,7000000,26700000,4,486,0,47600000
0,1,0,5700000,13000000,6,328,1,44200000
2,1,0,8200000,30600000,10,343,1,45200000
0,0,1,9000000,27800000,8,712,0,37800000
3,1,0,3900000,11900000,6,607,0,23400000
0,0,0,6500000,16200000,4,812,0,54300000
4,1,1,2300000,7700000,16,589,0,19000000
1,1,0,5700000,21800000,18,657,0,42300000
4,1,0,800000,2800000,12,453,1,5300000
4,1,1,8400000,19700000,14,889,0,62300000
1,0,1,4300000,17200000,4,564,0,30700000
1,1,1,300000,900000,20,419,1,1700000
1,0,0,8700000,34000000,16,663,0,42000000
1,1,0,4400000,12100000,4,884,0,37300000
1,0,1,5600000,16800000,16,528,1,30200000
2,0,0,600000,1300000,12,475,1,4100000
4,1,1,2500000,5100000,20,695,0,15400000
5,1,0,3800000,10500000,10,759,0,21900000
2,1,0,2500000,9600000,4,636,0,11200000
3,1,1,5500000,20400000,10,546,1,36300000
5,0,1,4500000,17100000,2,639,0,36600000
4,1,0,1900000,4000000,10,388,1,8400000
5,0,1,6400000,20000000,12,594,0,24200000
1,1,1,3800000,11100000,6,760,0,18300000
4,1,1,6300000,16900000,16,582,0,49300000
3,1,0,300000,600000,6,896,0,1700000
5,1,1,7100000,21800000,18,891,0,30600000
2,1,1,600000,1700000,2,495,1,3600000
3,0,1,4400000,15300000,16,865,0,28000000
4,1,0,7600000,20800000,12,775,0,41100000
5,0,1,8700000,26400000,10,318,1,47100000
3,0,1,5600000,12700000,12,395,1,45900000
4,1,0,4100000,13100000,14,772,0,29700000
2,1,1,7900000,16100000,18,318,1,59400000
3,1,1,5600000,20900000,14,649,0,35900000
3,1,0,1200000,3100000,10,438,1,8600000
5,0,0,6900000,19700000,6,588,0,41700000
5,1,0,2700000,5600000,2,815,0,12800000
4,0,1,9800000,22100000,4,364,1,61700000
2,1,0,9300000,32300000,4,586,0,68100000
4,1,0,6700000,25300000,12,555,0,48900000
4,0,0,1300000,4600000,10,312,1,6300000
2,0,1,7900000,17100000,16,605,0,65600000
5,1,0,6700000,23200000,18,672,0,34500000
2,1,1,2100000,4500000,18,591,0,10000000
4,0,1,4700000,11000000,4,321,1,26700000
2,0,0,3700000,13400000,16,393,1,24700000
0,0,1,5800000,21800000,2,561,0,30800000
5,0,1,2400000,6900000,20,725,0,13300000
1,1,1,8100000,27600000,16,438,1,51700000
5,0,1,5400000,21400000,12,399,1,32900000
0,0,0,1400000,5400000,8,592,0,9600000
2,1,0,2500000,8600000,8,835,0,15500000
0,1,1,1600000,5300000,4,733,0,9100000
0,1,0,3700000,10600000,20,484,1,24500000
5,1,1,500000,1800000,20,615,0,2600000
3,1,1,5300000,19500000,4,591,0,45600000
0,0,1,2800000,6800000,12,349,1,18600000
1,0,1,9600000,29900000,18,478,1,81300000
4,0,0,2200000,7800000,20,633,0,14200000
1,1,1,8400000,30900000,8,378,1,56600000
1,1,0,2100000,5300000,20,461,1,15100000
2,1,1,2800000,7000000,2,834,0,12800000
0,1,0,2500000,5800000,20,671,0,17400000
3,0,1,1700000,5800000,10,524,1,14400000
3,0,0,6100000,20700000,4,816,0,50400000
3,0,0,4100000,11700000,10,729,0,30600000
5,1,1,4500000,12700000,8,307,1,30100000
2,0,1,5600000,19100000,8,350,1,22300000
3,1,1,5800000,16600000,10,444,1,42700000
4,1,0,8600000,26700000,10,895,0,40500000
2,0,0,2900000,10500000,20,708,0,16800000
2,1,1,8300000,17600000,2,355,1,36900000
5,1,0,2400000,5100000,6,756,0,10400000
4,0,0,5600000,12000000,4,719,0,26400000
1,0,1,9500000,35400000,14,439,1,35300000
4,1,1,4900000,15900000,10,668,0,36800000
4,1,1,5900000,16500000,2,765,0,45900000
5,0,1,500000,1500000,4,476,0,2200000
3,0,0,7000000,21700000,14,781,0,42800000
1,1,0,3500000,12700000,4,350,0,26700000
0,0,0,5200000,12200000,16,783,0,23500000
3,0,1,6300000,19900000,12,770,0,22900000
2,1,0,8400000,28300000,10,822,0,55200000
1,1,1,7500000,22500000,14,469,1,42600000
2,0,0,3300000,13000000,16,300,1,21900000
2,1,0,8800000,22400000,14,692,0,56300000
5,1,1,8000000,29100000,4,658,0,52600000
3,0,0,1000000,4000000,6,625,0,4100000
1,0,0,9400000,26700000,10,343,1,51900000
5,0,0,2100000,7300000,18,358,1,16300000
4,0,1,5400000,11500000,20,705,0,38000000
2,0,1,4700000,15100000,8,799,0,27600000
3,0,0,8800000,33700000,12,397,1,64300000
5,0,0,3200000,12200000,6,493,1,22700000
0,0,1,7200000,21900000,4,446,0,60700000
2,1,1,2500000,7200000,16,315,1,16500000
5,1,1,6900000,15700000,14,887,0,48800000
5,0,1,5700000,20500000,16,429,1,31000000
4,0,1,5500000,15100000,18,673,0,39600000
4,1,1,9200000,29100000,10,731,0,63600000
5,0,1,5700000,11500000,2,732,0,40400000
5,0,1,5000000,16400000,14,525,1,40700000
0,1,1,3000000,11000000,16,331,1,21500000
0,1,0,7900000,26200000,18,845,0,62600000
2,0,0,2000000,6200000,16,696,0,11400000
5,1,0,2700000,8700000,14,772,0,16300000
3,0,1,6400000,15800000,18,628,0,39700000
0,1,1,8200000,19100000,2,764,0,56300000
1,0,0,2800000,6900000,14,553,0,16300000
1,1,0,8900000,20000000,2,653,0,41000000
1,1,0,5100000,20000000,4,506,0,43800000
3,0,0,2800000,8500000,20,431,1,17900000
2,1,1,6100000,12300000,18,697,0,39300000
2,1,0,8400000,24500000,6,588,0,45600000
1,1,0,1600000,5600000,6,846,0,9200000
5,0,0,4100000,11000000,14,379,1,21800000
1,1,0,300000,700000,10,745,0,1000000
3,0,0,9600000,34500000,20,523,1,58300000
4,0,1,8300000,25400000,4,624,0,57100000
1,0,0,4600000,16700000,16,407,1,31600000
3,1,1,5600000,11600000,12,756,0,31300000
3,0,1,4100000,8300000,16,351,1,19400000
3,1,0,3700000,13400000,18,373,1,18600000
4,1,1,800000,2400000,2,461,0,5200000
4,0,0,8100000,28100000,12,672,0,41500000
2,0,1,2700000,9500000,10,434,1,14100000
2,1,1,7000000,21400000,12,541,1,34400000
3,1,1,8100000,29300000,2,413,0,55100000
1,0,0,3200000,7600000,4,592,0,17200000
4,1,1,400000,1400000,10,665,0,2300000
1,0,0,7800000,23900000,4,313,0,51800000
0,1,0,5800000,19600000,14,673,0,44800000
0,1,1,2600000,6000000,8,382,1,13700000
5,1,0,5400000,21100000,12,661,0,51700000
3,0,1,600000,1700000,4,576,0,3100000
1,0,0,600000,1200000,14,443,1,4700000
5,0,1,9500000,21700000,16,307,1,68400000
4,0,1,1900000,4800000,12,656,0,10200000
1,0,1,9800000,21200000,4,885,0,82500000
3,0,0,7800000,16600000,20,896,0,59200000
5,1,0,4900000,14100000,2,802,0,29600000
3,0,1,8300000,22700000,2,650,0,43400000
4,1,1,3900000,8900000,10,665,0,27800000
2,0,0,9000000,35700000,12,339,1,52100000
1,1,0,9600000,32400000,20,447,1,58300000
5,1,1,1000000,2400000,18,613,0,6100000
5,0,0,2800000,7200000,16,424,1,15200000
2,1,0,8300000,20800000,6,667,0,55600000
4,1,1,6900000,18300000,18,715,0,31300000
5,1,1,3800000,9100000,18,654,0,26200000
2,1,0,8000000,17800000,20,549,1,50300000
4,0,1,9800000,29700000,4,373,0,64400000
0,0,1,2900000,7200000,16,332,1,20500000
4,0,0,7900000,31500000,20,534,1,48900000
3,1,0,4600000,17900000,8,396,1,29600000
2,0,0,1000000,3700000,18,892,0,6500000
5,0,0,9000000,21300000,14,602,0,57500000
0,0,1,9400000,36100000,10,615,0,61500000
5,0,1,7400000,23300000,20,482,1,55200000
0,0,0,6600000,20100000,16,397,1,51800000
0,1,0,1300000,3400000,10,464,1,6300000
0,0,1,1100000,3400000,14,832,0,9400000
5,0,0,9200000,34800000,12,802,0,65300000
2,0,0,7000000,23900000,18,628,0,52400000
4,0,0,5100000,18800000,10,694,0,29300000
1,1,1,3200000,9300000,20,741,0,16500000
1,1,1,3700000,10900000,14,748,0,23800000
5,0,0,3600000,12800000,4,320,0,20900000
1,0,0,5600000,11700000,10,774,0,34900000
0,1,1,9500000,32000000,2,500,0,48100000
4,1,0,1500000,4000000,18,706,0,8800000
4,1,0,7400000,18300000,10,601,0,63900000
2,0,0,6000000,17400000,16,806,0,27600000
0,0,1,3000000,9600000,6,644,0,18100000
4,0,1,6000000,12900000,14,723,0,20000000
5,0,1,600000,1500000,12,509,1,4400000
0,0,0,1800000,6600000,4,898,0,8500000
2,0,1,5500000,12000000,2,567,0,30400000
1,0,0,1000000,2100000,6,715,0,6500000
2,1,1,1700000,3500000,10,854,0,12500000
1,0,1,3400000,12300000,8,523,1,21700000
1,0,1,9600000,35900000,8,534,1,79500000
0,1,1,2600000,7600000,18,470,1,9800000
1,0,0,1600000,3500000,18,619,0,11100000
0,0,1,4300000,12800000,20,572,0,27900000
3,0,0,1400000,3500000,16,365,1,9300000
0,1,0,8000000,18000000,16,791,0,58200000
4,1,1,5000000,18100000,12,424,1,27800000
5,0,0,4500000,10200000,12,726,0,33200000
1,0,0,3400000,9900000,2,736,0,23800000
5,0,1,5700000,12800000,14,488,1,33300000
2,1,1,2600000,7600000,10,400,1,22900000
0,0,1,4500000,12200000,20,311,1,31300000
2,1,1,5100000,16800000,2,504,0,30600000
4,1,1,5100000,18600000,20,312,1,37600000
5,0,1,1700000,6500000,14,587,0,10000000
1,1,0,5200000,10500000,20,317,1,35600000
4,1,0,8400000,29000000,2,463,0,40600000
1,1,1,9000000,34000000,16,842,0,51900000
4,0,1,3400000,11800000,20,616,0,21100000
1,1,0,5400000,19400000,8,800,0,29400000
0,0,1,700000,2100000,12,813,0,4200000
2,0,0,7600000,24800000,12,564,0,51600000
2,1,0,5000000,14700000,12,837,0,25900000
5,1,1,2500000,9400000,16,735,0,13400000
4,1,1,2000000,5200000,16,724,0,16400000
5,1,0,9000000,23900000,12,658,0,48500000
5,0,0,8300000,31800000,16,858,0,70500000
0,1,1,3100000,8500000,8,614,0,20600000
2,0,1,8500000,25600000,16,714,0,49100000
2,0,1,1200000,4600000,20,605,0,10300000
4,0,1,2800000,5500000,8,875,0,20200000
5,0,1,2800000,10900000,6,359,1,18900000
5,0,1,6500000,24100000,6,441,1,44200000
4,0,0,8700000,25200000,18,790,0,60900000
1,1,1,5400000,13600000,4,821,0,45800000
2,1,0,8600000,33300000,16,375,1,67500000
3,0,0,4700000,9600000,10,545,1,29700000
5,1,1,1100000,3900000,4,891,0,5600000
0,0,0,6400000,14000000,8,486,1,45400000
0,0,0,4300000,9900000,4,696,0,33600000
5,1,1,2900000,11100000,4,683,0,18300000
5,1,0,9600000,27100000,8,594,0,70200000
3,1,1,900000,2500000,20,529,1,5100000
5,1,0,8100000,26300000,4,429,0,41200000
0,1,1,8800000,25000000,4,400,1,48300000
0,0,0,8800000,17500000,4,848,0,70300000
1,1,0,6400000,21500000,6,489,1,32700000
2,0,0,2900000,6600000,10,326,1,21600000
5,0,0,1600000,6100000,8,663,0,12300000
1,1,0,1600000,5100000,18,729,0,11600000
2,0,1,3100000,10700000,4,398,0,15500000
2,1,1,5600000,16700000,14,856,0,30500000
3,0,1,8100000,19900000,20,347,1,72500000
3,1,0,9100000,19300000,12,696,0,77300000
0,0,1,5500000,17100000,8,353,1,22900000
1,0,1,9700000,34300000,20,756,0,75100000
4,0,0,2300000,5400000,16,490,1,17500000
1,1,1,5600000,18000000,10,531,1,43700000
2,1,1,4500000,16600000,4,679,0,30100000
1,0,1,500000,1800000,8,877,0,2000000
0,0,0,4200000,11000000,20,817,0,26900000
1,1,0,9100000,23300000,18,792,0,57900000
4,0,1,3200000,12800000,18,664,0,19400000
4,0,1,6200000,21300000,16,882,0,32300000
3,1,1,2500000,7700000,10,768,0,15500000
0,0,0,9100000,27100000,12,787,0,71500000
3,0,1,500000,900000,12,538,1,2500000
4,1,0,6900000,18000000,8,347,1,52700000
0,0,1,1800000,5200000,16,317,1,11700000
0,0,1,4000000,14500000,2,713,0,28000000
1,1,0,3900000,12300000,10,683,0,15800000
2,1,1,8000000,28100000,18,765,0,60400000
5,0,0,900000,3200000,10,803,0,6400000
0,0,1,8200000,29700000,6,405,1,34300000
5,0,0,2300000,4900000,4,529,1,21300000
5,0,1,6900000,19400000,6,801,0,42000000
3,1,0,8800000,30700000,12,707,0,55900000
1,0,0,2600000,7200000,8,349,1,19700000
1,0,0,3700000,8700000,20,885,0,23200000
2,0,1,6200000,23800000,4,489,0,35000000
3,0,1,1000000,2600000,6,341,1,9300000
1,1,0,6000000,20000000,12,637,0,43700000
1,1,1,9100000,31400000,4,304,0,70600000
1,0,0,1700000,6700000,16,537,1,11800000
5,1,1,1700000,4600000,12,503,1,9100000
1,0,0,7100000,14300000,12,720,0,40800000
5,0,0,9400000,36800000,10,509,1,56800000
5,1,0,6200000,16400000,6,360,1,36800000
1,0,0,8300000,31800000,16,818,0,71500000
1,0,1,8900000,21200000,8,716,0,46300000
1,0,1,6500000,14800000,12,360,1,27900000
3,0,1,8100000,26700000,10,895,0,41900000
2,1,0,4900000,13500000,8,328,1,40300000
4,0,0,9100000,26600000,2,812,0,78700000
3,0,1,9000000,33100000,16,456,1,63900000
4,0,1,1300000,3900000,16,566,0,5900000
1,1,0,6700000,25000000,20,598,0,38800000
5,1,0,3200000,9300000,6,656,0,27100000
0,1,0,7500000,28700000,2,895,0,34800000
3,0,0,4900000,12800000,14,653,0,28500000
1,1,1,700000,1800000,16,641,0,5000000
2,0,0,6400000,16500000,8,544,1,39000000
0,1,1,3900000,14100000,20,811,0,25100000
4,0,0,9700000,26900000,10,460,1,56000000
5,0,1,3600000,12500000,12,795,0,29200000
2,0,1,3400000,10300000,4,745,0,22800000
0,1,0,9800000,20100000,16,606,0,53000000
1,1,0,5100000,14200000,6,451,1,30700000
4,0,1,5900000,11800000,8,479,1,31800000
5,0,0,1200000,2400000,14,495,1,9000000
2,1,0,9700000,30200000,14,769,0,71200000
5,1,1,4700000,11800000,4,639,0,19200000
5,0,0,4200000,12500000,18,723,0,20500000
4,0,0,9300000,26100000,16,623,0,54000000
3,1,1,5300000,20800000,6,487,1,35800000
0,0,0,7600000,30100000,2,743,0,66600000
2,0,0,6200000,16900000,12,754,0,29700000
0,0,0,8900000,21600000,10,552,0,44800000
4,1,1,7900000,27300000,10,560,0,76900000
1,0,1,3500000,10800000,14,632,0,23500000
2,0,0,5300000,16700000,18,339,1,24000000
2,1,0,1400000,3100000,4,881,0,10200000
1,1,1,9100000,23600000,20,535,1,51300000
4,1,0,4400000,17200000,4,563,0,23400000
5,1,0,2800000,8200000,14,615,0,20100000
3,1,0,1300000,3300000,8,795,0,8400000
4,0,0,8400000,28700000,14,878,0,64200000
5,0,1,5300000,14000000,6,633,0,35200000
2,0,0,6000000,13900000,4,533,1,31300000
2,1,1,2100000,6800000,12,795,0,17600000
0,1,0,4300000,11000000,4,374,1,28400000
4,1,1,7300000,22900000,12,848,0,41800000
2,0,0,5200000,16200000,12,890,0,39800000
3,0,0,4700000,9800000,14,444,1,28000000
4,0,0,7800000,28500000,4,803,0,57700000
1,1,1,6000000,20300000,14,845,0,45200000
4,0,0,4800000,10800000,12,833,0,30500000
3,0,1,8900000,19300000,12,767,0,46600000
1,0,1,1800000,4000000,16,747,0,6400000
2,0,0,3000000,7000000,4,588,0,24000000
4,1,0,7700000,24500000,20,582,0,52000000
1,1,0,8300000,20400000,14,348,1,51900000
4,1,0,4200000,9400000,4,726,0,39700000
4,0,1,8000000,31200000,6,482,1,59200000
2,0,1,9400000,30000000,16,565,0,42300000
1,0,0,800000,2400000,16,872,0,6400000
0,0,1,500000,1300000,4,825,0,2600000
2,0,1,6100000,22300000,8,694,0,57200000
3,0,1,8500000,30800000,20,448,1,55200000
5,0,1,7600000,18000000,12,452,1,40700000
3,1,0,8700000,17900000,12,897,0,64000000
4,1,0,9400000,20200000,10,803,0,65000000
1,1,1,400000,900000,8,828,0,2900000
0,0,0,2700000,7500000,6,832,0,21400000
1,1,1,2300000,5500000,6,861,0,9200000
0,0,0,7500000,15900000,2,535,1,51300000
4,1,1,7100000,19400000,16,363,1,47100000
1,1,1,8800000,28600000,8,631,0,56900000
2,1,0,8400000,20700000,6,513,1,43600000
0,0,1,4700000,16200000,16,317,1,25000000
1,0,0,6900000,19500000,2,809,0,48900000
3,1,0,2400000,8200000,10,531,1,16400000
1,1,1,1600000,4800000,14,544,1,9800000
0,0,0,3500000,7800000,14,366,1,28000000
0,1,0,3700000,12700000,14,797,0,18400000
1,1,0,3200000,12000000,16,597,0,18600000
2,1,1,7000000,22500000,12,632,0,42400000
5,1,0,9300000,28300000,12,741,0,58100000
0,1,0,200000,800000,20,331,1,900000
4,0,0,6900000,16500000,8,426,1,36400000
3,1,0,9000000,26500000,8,533,1,63300000
1,1,0,6900000,22700000,16,394,1,44200000
0,0,0,7500000,25100000,14,877,0,60000000
5,1,0,9200000,28000000,8,527,1,57200000
1,0,0,4600000,12700000,8,468,1,28800000
4,0,1,5000000,19600000,18,611,0,36800000
2,0,0,4500000,17200000,6,832,0,28800000
0,0,0,7900000,22700000,18,508,1,54100000
5,1,0,5100000,13500000,20,840,0,25900000
4,0,0,3700000,7600000,14,794,0,33400000
1,1,0,5300000,17800000,12,889,0,37500000
4,1,0,200000,500000,16,765,0,1400000
3,0,1,9000000,18600000,16,518,1,75200000
3,1,0,6900000,17100000,4,694,0,43300000
2,1,0,700000,2300000,8,663,0,5000000
0,0,0,2500000,8900000,2,662,0,18800000
0,1,0,4600000,14400000,14,642,0,34700000
4,0,0,1000000,3900000,10,701,0,8100000
4,1,1,9200000,30100000,6,632,0,70700000
3,0,1,2200000,4400000,2,861,0,10700000
4,0,1,9700000,33300000,12,784,0,74800000
0,0,1,5500000,18200000,4,332,0,34100000
4,1,1,1300000,3400000,2,763,0,10500000
1,1,1,7900000,19100000,2,593,0,66900000
2,1,0,4300000,8800000,6,512,1,33300000
0,1,0,3800000,13300000,6,655,0,20800000
3,1,0,8700000,24700000,8,369,1,40700000
3,0,0,1300000,3100000,14,348,1,6600000
1,1,1,6800000,16800000,10,736,0,34000000
1,1,0,9100000,24000000,20,353,1,71300000
0,0,0,3000000,11300000,16,478,1,19400000
0,1,1,1200000,3000000,4,827,0,7600000
1,1,1,5000000,16900000,12,517,1,24600000
5,0,1,9700000,24700000,18,648,0,47700000
2,1,1,7000000,23800000,10,689,0,37300000
1,0,0,4100000,9100000,20,550,0,30700000
0,0,1,5300000,12900000,20,826,0,39500000
1,1,0,7300000,19200000,14,599,0,43400000
1,0,0,6500000,18500000,16,815,0,33700000
4,0,1,600000,1400000,4,761,0,3700000
3,1,1,5200000,15000000,20,432,1,32600000
4,1,1,2800000,9200000,18,442,1,20300000
1,0,1,7800000,23300000,6,620,0,35400000
2,0,0,3000000,6500000,4,476,1,19100000
4,0,0,9300000,34900000,6,837,0,58100000
3,1,1,5100000,18000000,6,510,1,44800000
4,1,1,4300000,16100000,18,849,0,33900000
3,0,0,1100000,2100000,8,737,0,8300000
2,0,0,6500000,16200000,10,809,0,40500000
3,1,0,6400000,23000000,8,520,1,43300000
2,1,0,7400000,22500000,16,834,0,40700000
4,0,0,8700000,32100000,8,397,1,65400000
0,1,0,9200000,24700000,14,438,1,52100000
1,0,1,6200000,19700000,18,820,0,34900000
1,1,0,1200000,4600000,20,323,1,7700000
1,1,1,7000000,20300000,14,837,0,35100000
5,0,1,3800000,10100000,2,571,0,29900000
0,0,0,4900000,16300000,14,479,1,29300000
2,0,1,7800000,22100000,6,533,1,44500000
1,1,1,7400000,17200000,8,899,0,46800000
1,1,0,7000000,26600000,16,460,1,56100000
1,1,0,4900000,12500000,2,636,0,39500000
3,1,0,5800000,20600000,20,434,1,40700000
5,1,0,2000000,6900000,18,516,1,16100000
4,0,0,8300000,24600000,2,382,1,25900000
0,0,1,1000000,2800000,12,616,0,6000000
3,0,0,5500000,11600000,6,745,0,35600000
5,0,0,1400000,3400000,6,697,0,8700000
4,0,0,3700000,12300000,6,364,1,28200000
2,1,1,2100000,6900000,2,566,0,11300000
4,1,0,6200000,21900000,12,462,1,36300000
0,1,0,9300000,31900000,2,331,0,50000000
3,1,1,5100000,10300000,12,839,0,37000000
0,0,1,7000000,14000000,4,702,0,41100000
3,0,1,5300000,17900000,2,580,0,31800000
3,0,0,900000,2800000,10,560,0,6200000
4,1,1,9400000,25700000,14,845,0,70100000
4,1,1,2600000,8500000,4,392,0,17300000
1,0,1,1800000,6300000,12,749,0,10900000
3,0,1,7800000,20000000,14,727,0,37700000
3,0,1,2100000,7400000,14,656,0,14000000
0,1,1,8300000,17500000,20,643,0,57600000
2,1,1,4400000,16800000,4,307,0,35500000
2,1,0,2300000,5000000,16,588,0,14000000
3,0,1,7700000,22300000,20,895,0,68500000
0,1,1,9300000,29400000,10,351,1,72900000
5,1,0,5900000,16400000,12,891,0,44900000
5,1,1,1900000,4900000,4,442,1,12000000
0,1,0,6900000,19500000,20,686,0,33600000
4,0,1,2100000,8200000,20,432,1,13500000
0,1,0,8200000,20900000,14,766,0,47200000
4,1,0,7700000,17200000,6,561,0,33200000
5,1,0,7700000,19000000,2,539,1,51900000
1,0,0,700000,1400000,6,759,0,4800000
5,0,0,7100000,18200000,8,750,0,55000000
2,0,0,3900000,13600000,10,373,1,24600000
1,1,1,5200000,20500000,10,407,1,26500000
4,1,0,5500000,20200000,14,611,0,41700000
3,0,0,2600000,6300000,10,783,0,18000000
0,1,1,7300000,24000000,18,651,0,40800000
3,0,0,8700000,31100000,16,760,1,26300000
3,0,0,9000000,22700000,16,793,0,64500000
4,0,0,400000,800000,16,685,0,2700000
2,1,1,3300000,10700000,8,806,0,22700000
1,1,0,6300000,17800000,12,770,0,29200000
0,1,0,7000000,23600000,14,663,0,51400000
